type,release_year,year_added,genre_count,desc_length,duration
0,2016,2021.0,3,150,94.0
1,2021,2021.0,3,150,1.0
1,2021,2021.0,2,148,3.0
0,2017,2021.0,2,145,104.0
1,2021,2021.0,3,153,1.0
0,2017,2021.0,3,146,97.0
0,2018,2021.0,2,148,91.0
1,2021,2021.0,3,147,1.0
0,2015,2021.0,2,146,106.0
0,2019,2021.0,2,136,38.0
0,2014,2021.0,2,148,90.0
1,2021,2021.0,1,144,1.0
0,2020,2021.0,2,132,87.0
1,2021,2021.0,1,136,2.0
0,2021,2021.0,2,144,138.0
0,2020,2021.0,2,152,105.0
0,2010,2021.0,3,144,104.0
1,2021,2021.0,3,151,2.0
1,2021,2021.0,3,144,1.0
0,2020,2021.0,2,122,85.0
0,2021,2021.0,2,152,92.0
0,2019,2021.0,2,143,108.0
0,2019,2021.0,2,150,95.0
